Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
VAST,2009,Merging visual analysis with automated reasoning: Using Prajna to solve the traffic challenge,10.1109/vast.2009.5332481,http://dx.doi.org/10.1109/VAST.2009.5332481,,,M,Edward Swing,Edward Swing,"Vision Systems & Technology, Inc., USA",10.1109/vast.2006.261430,,0,0,4,111,,
VAST,2009,EAKOS: VAST 2009,10.1109/vast.2009.5333967,http://dx.doi.org/10.1109/VAST.2009.5333967,,,M,Lorne Leonard,Lorne Leonard,"Research Computing & Cyberinfrastructure, Pennsylvania State University, USA",,,0,0,0,106,,
VAST,2009,Interactive visual analysis of location reporting patterns,10.1109/vast.2009.5333453,http://dx.doi.org/10.1109/VAST.2009.5333453,223,224,M,Derek Overby;John Keyser;Jim Wall,Derek Overby;John Keyser;Jim Wall,"Department of Computer Science and Engineering, Texas A and M University, USA;Department of Computer Science and Engineering, Texas A and M University, USA;Department of Industrial and Systems Engineering, Texas A and M University, USA",10.1109/vast.2006.261428,,4,0,4,104,,
VAST,2009,Poster: Icexplorer: Studying Great Lakes Ice cover,10.1109/vast.2009.5333082,http://dx.doi.org/10.1109/VAST.2009.5333082,239,240,M,Stina S. Bridgeman,Stina Bridgeman,"Ho Chi Minh City University of Technology, USA",,,0,0,6,76,,
Vis,2009,A Physiologically-based Model for Simulation of Color Vision Deficiency,10.1109/tvcg.2009.113,http://dx.doi.org/10.1109/TVCG.2009.113,1291,1298,J,Gustavo Mello Machado;Manuel M. Oliveira;Leandro A. F. Fernandes,Gustavo M. Machado;Manuel M. Oliveira;Leandro A. F. Fernandes,"UFRGS, Brazil;UFRGS, Brazil;UFRGS, Brazil",0.1109/visual.1996.568118;10.1109/visual.1995.480803;10.1109/tvcg.2008.112,"Models of Color Vision, Color Perception, Simulation of Color Vision Deficiency, Anomalous Trichromacy, Dichromacy",178,117,33,2226,,
Vis,2009,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,10.1109/tvcg.2009.118,http://dx.doi.org/10.1109/TVCG.2009.118,1489,1496,J,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles Hansen,"Scientific and Imaging Institute, University of Utah, USA;Department of Neurobiology and Anatomy, University of Utah, USA;Department of Neurobiology and Anatomy, University of Utah, USA;Scientific and Imaging Institute, University of Utah, USA",0.1109/visual.1999.809887;10.1109/tvcg.2006.148,"Visualization, neurobiology, confocal microscopy, qualitative analysis, volume rendering",103,93,26,746,,
Vis,2009,A User Study to Compare Four Uncertainty Visualization Methods for 1D and 2D Datasets,10.1109/tvcg.2009.114,http://dx.doi.org/10.1109/TVCG.2009.114,1209,1218,J,Jibonananda Sanyal;Song Zhang 0004;Gargi Bhattacharya;Philip Amburn;Robert J. Moorhead,Jibonananda Sanyal;Song Zhang;Gargi Bhattacharya;Phil Amburn;Robert Moorhead,"Geosystems Research Institute, High Performance Computing Collaboratory, Mississippi State University, USA;Computer Science and Engineering Department, Mississippi State University, USA;Department of Psychology, Southem Illinois University, Carbondale, USA;Geosystems Research Institute, High Performance Computing Collaboratory, Mississippi State University, USA;Geosystems Research Institute, High Performance Computing Collaboratory, Mississippi State University, USA",0.1109/tvcg.2007.70518;10.1109/visual.1996.568105;10.1109/visual.2000.885679;10.1109/infvis.2002.1173145;10.1109/infvis.2004.59;10.1109/tvcg.2007.70530,"User study, uncertainty visualization",186,88,42,2392,,
Vis,2009,Continuous Parallel Coordinates,10.1109/tvcg.2009.131,http://dx.doi.org/10.1109/TVCG.2009.131,1531,1538,J,Julian Heinrich;Daniel Weiskopf,Julian Heinrich;Daniel Weiskopf,"VISUS (Visualization Research Center), Universität Stuttgart, Stuttgart, Germany;VISUS (Visualization Research Center), Universität Stuttgart, Stuttgart, Germany",0.1109/tvcg.2006.168;10.1109/tvcg.2008.119;10.1109/tvcg.2008.131;10.1109/infvis.2005.1532139;10.1109/tvcg.2009.179;10.1109/tvcg.2006.138;10.1109/visual.1990.146402;10.1109/infvis.2005.1532138;10.1109/tvcg.2008.160;10.1109/infvis.2002.1173157;10.1109/visual.1999.809866;10.1109/tvcg.2006.170;10.1109/infvis.2004.68,"Parallel coordinates, integrating spatial and non-spatial data visualization, multi-variate visualization, interpolation",128,86,28,1332,,
Vis,2009,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data,10.1109/tvcg.2009.138,http://dx.doi.org/10.1109/TVCG.2009.138,1299,1306,J,Maarten H. Everts;Henk Bekker;Jos B. T. M. Roerdink;Tobias Isenberg 0001,Maarten H. Everts;Henk Bekker;Jos B.T.M. Roerdink;Tobias Isenberg,"University of Groningam, Netherlands;University of Groningam, Netherlands;University of Groningam, Netherlands;University of Groningam, Netherlands",0.1109/visual.2000.885694;10.1109/tvcg.2007.70532;10.1109/tvcg.2006.172;10.1109/visual.2000.885696;10.1109/visual.2005.1532778;10.1109/tvcg.2006.115;10.1109/visual.2005.1532859;10.1109/tvcg.2006.197;10.1109/visual.2005.1532858;10.1109/tvcg.2007.70555;10.1109/visual.1996.567777;10.1109/visual.2004.48,"Illustrative rendering and visualization, NPR, dense line data, DTI, black-and-white rendering, GPU technique",180,85,44,1078,TT;BP,
Vis,2009,Structuring Feature Space: A Non-Parametric Method for Volumetric Transfer Function Generation,10.1109/tvcg.2009.185,http://dx.doi.org/10.1109/TVCG.2009.185,1473,1480,J,Ross Maciejewski;Insoo Woo;Wei Chen 0001;David S. Ebert,Ross Maciejewski;Insoo Woo;Wei Chen;David Ebert,"Rendering and Perceptualization Laboratory, Purdue University, USA;Rendering and Perceptualization Laboratory, Purdue University, USA;State Key Laboratory of CAD&CG, University of Zhejiang, China;Rendering and Perceptualization Laboratory, Purdue University, USA",0.1109/tvcg.2008.119;10.1109/visual.1998.745319;10.1109/visual.2003.1250414;10.1109/visual.2003.1250371;10.1109/visual.2005.1532807;10.1109/tvcg.2008.162;10.1109/visual.2001.964519;10.1109/visual.2003.1250413;10.1109/visual.2005.1532858;10.1109/tvcg.2006.148,"Volume rendering, kernel density estimation, transfer function design, temporal volume rendering",132,76,29,911,,
Vis,2009,The Occlusion Spectrum for Volume Classification and Visualization,10.1109/tvcg.2009.189,http://dx.doi.org/10.1109/TVCG.2009.189,1465,1472,J,Carlos D. Correa;Kwan-Liu Ma,Carlos Correa;Kwan-Liu Ma,"University of California, Davis, USA;University of California, Davis, USA",0.1109/visual.2003.1250414;10.1109/visual.1999.809932;10.1109/tvcg.2008.162;10.1109/visual.2001.964519;10.1109/visual.2004.64;10.1109/visual.2003.1250413;10.1109/tvcg.2006.115;10.1109/visual.1997.663875;10.1109/tvcg.2006.148,"Transfer functions, Ambient Occlusion, Volume Rendering, Interactive Classification",111,75,35,1105,,
Vis,2009,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,10.1109/tvcg.2009.163,http://dx.doi.org/10.1109/TVCG.2009.163,1177,1184,J,Julien Tierny;Attila Gyulassy;Eddie Simon;Valerio Pascucci,Julien Tierny;Attila Gyulassy;Eddie Simon;Valerio Pascucci,"Scientific Computing and Imaging Institute, University of Utah, USA;Scientific Computing and Imaging Institute, University of Utah, USA;Dassault Systèmes, USA;Scientific Computing and Imaging Institute, University of Utah, USA",0.1109/visual.2004.96;10.1109/tvcg.2007.70601;10.1109/visual.1997.663875,"Reeb graph, scalar field topology, isosurfaces, topological simplification",121,65,29,423,,
Vis,2009,Interactive Visualization of Molecular Surface Dynamics,10.1109/tvcg.2009.157,http://dx.doi.org/10.1109/TVCG.2009.157,1391,1398,J,Michael Krone;Katrin Bidmon;Thomas Ertl,Michael Krone;Katrin Bidmon;Thomas Ertl,"Visualization Research Center VISUS, Universität Stuttgart, Germany;Visualization Research Center VISUS, Universität Stuttgart, Germany;Visualization Research Center VISUS, Universität Stuttgart, Germany",0.1109/visual.2004.103;10.1109/tvcg.2006.115,"Point-based Data, Time-varying Data, GPU, Ray Casting, Molecular Visualization, Surface Extraction, Isosurfaces",114,62,42,776,HM,
Vis,2009,Exploring 3D DTI fiber Tracts with Linked 2D Representations,10.1109/tvcg.2009.141,http://dx.doi.org/10.1109/TVCG.2009.141,1449,1456,J,Radu Jianu;Çagatay Demiralp;David H. Laidlaw,Radu Jianu;Cagatay Demiralp;David Laidlaw,"Brown University, USA;Brown University, USA;Brown University, USA",0.1109/visual.2000.885739;10.1109/visual.1991.175794;10.1109/visual.1996.567787;10.1109/visual.2004.30;10.1109/tvcg.2009.112;10.1109/visual.1994.346302;10.1109/visual.2005.1532779;10.1109/tvcg.2009.141,"DTI fiber tracts, embedding, coloring, interaction",111,60,42,629,,
Vis,2009,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",10.1109/tvcg.2009.164,http://dx.doi.org/10.1109/TVCG.2009.164,1563,1570,J,Mikhail Smelyanskiy;David R. Holmes III;Jatin Chhugani;Alan Larson;Doug Carmean;Dennis P. Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim 0001;Alan Kyker;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard A. Robb,Mikhail Smelyanskiy;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard Robb;David Holmes;Jatin Chhugani;Alan Larson;Douglas M. Carmean;Dennis Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim;Alan Kyker,"Intel Corporation, USA;Mayo Clinic, USA;Intel Corporation, USA;Mayo Clinic, USA;Intel Corporation, USA;Mayo Clinic, USA;Intel Corporation, USA;Mayo Clinic, USA;Intel Corporation, USA;Intel Corporation, USA;Intel Corporation, USA;Intel Corporation, USA;Intel Corporation, USA;Mayo Clinic, USA",0.1109/visual.2003.1250384;10.1109/visual.1998.745309,"Volume Compositing, Parallel Processing, Many-core Computing, Medical Imaging, Graphics Architecture, GPGPU",109,55,31,1036,,
Vis,2009,Sampling and Visualizing Creases with Scale-Space Particles,10.1109/tvcg.2009.177,http://dx.doi.org/10.1109/TVCG.2009.177,1415,1424,J,Gordon L. Kindlmann;Raúl San José Estépar;Stephen M. Smith 0001;Carl-Fredrik Westin,Gordon L. Kindlmann;Raúl San José Estepar;Stephen M. Smith;Carl-Fredrik Westin,"Department of Computer Science and the Computation Institute, University of Chicago, USA;Department of Radiology, Harvard Medical School, Brigham and Women's Hospital, USA;Centre for Functional MRI of the Brain, John Radcliffe Hospital, Oxford University, UK;Department of Radiology, Harvard Medical School, Brigham and Women's Hospital, USA",0.1109/tvcg.2008.154;10.1109/visual.1993.398880;10.1109/tvcg.2007.70604;10.1109/tvcg.2008.148;10.1109/visual.1997.663930;10.1109/tvcg.2008.167;10.1109/visual.1999.809896;10.1109/tvcg.2010.199,"Particle Systems, Crease Features, Ridge and Valley Detection, Lung CT, Diffusion Tensor MRI",80,54,72,730,,
Vis,2009,Stress Tensor field Visualization for Implant Planning in Orthopedics,10.1109/tvcg.2009.184,http://dx.doi.org/10.1109/TVCG.2009.184,1399,1406,J,Christian Dick;Joachim Georgii;Rainer Burgkart;Rüdiger Westermann,Christian Dick;Joachim Georgii;Rainer Burgkart;Rüdiger Westermann,"Computer Graphics and Visualization Group, Technische Universität München, Germany;Computer Graphics and Visualization Group, Technische Universität München, Germany;Klinik für Orthopädie u. Unfallchirurgie am Klinikum Rechts der Isar, Technische Universität München, Germany;Computer Graphics and Visualization Group, Technische Universität München, Germany",0.1109/visual.2005.1532780;10.1109/tvcg.2006.124;10.1109/visual.2003.1250379;10.1109/visual.2004.80;10.1109/visual.1998.745294;10.1109/tvcg.2007.70532;10.1109/visual.2002.1183797;10.1109/visual.1994.346326;10.1109/visual.2005.1532771;10.1109/visual.2002.1183798;10.1109/visual.1994.346326;10.1109/visual.2002.1183799;10.1109/tvcg.2006.151;10.1109/visual.1998.745316;10.1109/tvcg.2010.199,"Stress Tensor fields, Biomedical Visualization, Comparative Visualization, Implant Planning, GPU Techniques",80,50,48,867,,
Vis,2009,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,10.1109/tvcg.2009.178,http://dx.doi.org/10.1109/TVCG.2009.178,1505,1514,J,Won-Ki Jeong;Johanna Beyer;Markus Hadwiger;Amelio Vázquez Reina;Hanspeter Pfister;Ross T. Whitaker,Won-Ki Jeong;Johanna Beyer;Markus Hadwiger;Amelio Vazquez;Hanspeter Pfister;Ross T. Whitaker,"School of Engineering and Applied Sciences, Harvard University, USA;Center for Virtual Reality, Visualization Research, Inc., Austria;Center for Virtual Reality, Visualization Research, Inc., Austria;School of Engineering and Applied Sciences, Harvard University, USA;School of Engineering and Applied Sciences, Harvard University, USA;Scientific Computing and Imaging Institute, University of Utah, USA",0.1109/tvcg.2008.169;10.1109/visual.2003.1250357;10.1109/tvcg.2008.179;10.1109/visual.1999.809912;10.1109/tvcg.2007.70532,"Segmentation, neuroscience, connectome, volume rendering, implicit surface rendering, graphics hardware",89,49,32,677,,
Vis,2009,Automatic Transfer Function Generation Using Contour Tree Controlled Residue Flow Model and Color Harmonics,10.1109/tvcg.2009.120,http://dx.doi.org/10.1109/TVCG.2009.120,1481,1488,J,Jianlong Zhou;Masahiro Takatsuka,Jianlong Zhou;Masahiro Takatsuka,"School of Information Technologies, University of Sydney, NSW, Australia and NICTA, Australia;School of Information Technologies, University of Sydney, NSW, Australia and NICTA, Australia",0.1109/visual.1998.745319;10.1109/tvcg.2008.118;10.1109/visual.1999.809932;10.1109/visual.2003.1250414;10.1109/visual.2004.96;10.1109/tvcg.2007.70591;10.1109/tvcg.2008.162;10.1109/visual.2001.964519;10.1109/visual.2003.1250413;10.1109/visual.1997.663875;10.1109/tvcg.2006.148,"Volume Rendering, Transfer Function, Contour Tree, Residue Flow, Harmonic Color",91,49,30,661,,
Vis,2009,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,10.1109/tvcg.2009.152,http://dx.doi.org/10.1109/TVCG.2009.152,1383,1390,J,Daniel F. Keefe;Marcus Ewert;William Ribarsky;Remco Chang,Daniel Keefe;Marcus Ewert;William Ribarsky;Remco Chang,"Department of Computer Science and Engineering, University of Minnesota, USA;Department of Computer Science and Engineering, University of Minnesota, USA;The Charlotte Visualization Center, UNC-Charlotte, USA;The Charlotte Visualization Center, UNC-Charlotte, USA",0.1109/tvcg.2008.125;10.1109/tvcg.2007.70569;10.1109/tvcg.2008.109;10.1109/visual.2003.1250428,"Scientific visualization, information visualization, coordinated multiple views, biomechanics",86,47,22,1343,,
Vis,2009,Visualization and Exploration of Temporal Trend Relationships in Multivariate Time-Varying Data,10.1109/tvcg.2009.200,http://dx.doi.org/10.1109/TVCG.2009.200,1359,1366,J,Teng-Yok Lee;Han-Wei Shen,Teng-Yok Lee;Han-Wei Shen,"Ohio State Uinversity, USA;Ohio State Uinversity, USA",0.1109/tvcg.2008.131;10.1109/visual.1999.809864;10.1109/visual.2004.95;10.1109/visual.2003.1250402;10.1109/tvcg.2007.70519;10.1109/infvis.1997.636793;10.1109/tvcg.2008.140;10.1109/vast.2006.261421;10.1109/tvcg.2008.184,"SUBDTW, trend sequence, trend sequence clustering",84,47,26,1302,,
Vis,2009,Time and Streak Surfaces for Flow Visualization in Large Time-Varying Data Sets,10.1109/tvcg.2009.190,http://dx.doi.org/10.1109/TVCG.2009.190,1267,1274,J,Harinarayan Krishnan;Christoph Garth;Kenneth I. Joy,Hari Krishnan;Christoph Garth;Kenneth Joy,"Institute of Data Analysis and Visualization, University of California, Davis, USA;Institute of Data Analysis and Visualization, University of California, Davis, USA;Institute of Data Analysis and Visualization, University of California, Davis, USA",0.1109/tvcg.2007.70557;10.1109/visual.1992.235211;10.1109/visual.1993.398875;10.1109/visual.2001.964506;10.1109/tvcg.2008.163;10.1109/visual.2000.885688;10.1109/tvcg.2008.133,"3D vector field visualization, flow visualization, time-varying, time and streak surfaces, surface extraction",104,45,18,570,,
Vis,2009,BrainGazer - Visual Queries for Neurobiology Research,10.1109/tvcg.2009.121,http://dx.doi.org/10.1109/TVCG.2009.121,1497,1504,J,Stefan Bruckner;Veronika Soltészová;M. Eduard Gröller;Jirí Hladuvka;Katja Bühler;Jai Y. Yu;Barry J. Dickson,Stefan Bruckner;Veronika Solteszova;Eduard Groller;Jiri Hladuvka;Katja Buhler;Jai Y. Yu;Barry J. Dickson,"Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria;Technische Universitat Wien, Wien, Wien, AT;Institute of Computer Graphics and Algorithms, University of Technology, Vienna, Austria;VRVis Research Center, Vienna, Austria;VRVis Research Center, Vienna, Austria;Research Institute of Molecular Pathology, Vienna, Austria;Research Institute of Molecular Pathology, Vienna, Austria",0.1109/visual.2004.104;10.1109/visual.1990.146378;10.1109/visual.2003.1250412;10.1109/tvcg.2006.197;10.1109/visual.1995.485139;10.1109/visual.1996.568136;10.1109/tvcg.2006.195;10.1109/vast.2008.4677354,"Biomedical visualization, neurobiology, visual queries, volume visualization",82,45,43,405,,
Vis,2009,Color Seamlessness in Multi-Projector Displays Using Constrained Gamut Morphing,10.1109/tvcg.2009.124,http://dx.doi.org/10.1109/TVCG.2009.124,1317,1326,J,Behzad Sajadi;Maxim Lazarov;M. Gopi 0001;Aditi Majumder,Behzad Sajadi;Maxim Lazarov;M. Gopi;Aditi Majumder,"Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA",0.1109/visual.2001.964508;10.1109/visual.2002.1183793;10.1109/visual.2000.885684;10.1109/visual.1999.809883;10.1109/tvcg.2007.70586;10.1109/tvcg.2006.121,"Color Calibration, Multi-Projector Displays, Tiled Displays",87,41,19,731,,
Vis,2009,A Novel Interface for Interactive Exploration of DTI fibers,10.1109/tvcg.2009.112,http://dx.doi.org/10.1109/TVCG.2009.112,1433,1440,J,Wei Chen 0001;Zi'ang Ding;Song Zhang 0004;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng 0001,Wei Chen;Zi'ang Ding;Song Zhang;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,"State Key Laboratory of CAD&CG, University of Zhejiang, China;State Key Laboratory of CAD&CG, University of Zhejiang, China;Department of Computer Science and Engineering, Mississippi State University, USA;Brown University, USA;Brown University, USA;Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China;College of Veterinary Medicine, Mississippi State University, USA;Brigham and Women's Hospital, USA;State Key Laboratory of CAD&CG, University of Zhejiang, China;State Key Laboratory of CAD&CG, University of Zhejiang, China",0.1109/tvcg.2007.70602;10.1109/tvcg.2009.141;10.1109/visual.2005.1532777;10.1109/visual.2003.1250413;10.1109/visual.2005.1532778;10.1109/visual.2005.1532779;10.1109/visual.2005.1532772;10.1109/visual.2003.1250379;10.1109/visual.2004.30,"Diffusion Tensor Imaging, fibers, fiber Clustering, Visualization Interface",74,39,30,771,,
Vis,2009,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera,10.1109/tvcg.2009.166,http://dx.doi.org/10.1109/TVCG.2009.166,1307,1316,J,Behzad Sajadi;Aditi Majumder,Behzad Sajadi;Aditi Majumder,"Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA",0.1109/visual.2001.964508;10.1109/visual.2002.1183793;10.1109/visual.1999.809883;10.1109/tvcg.2009.124;10.1109/tvcg.2007.70586,"Registration, Calibration, Multi-Projector Displays, Tiled Displays",63,39,20,482,HM,
Vis,2009,Comparing 3D Vector field Visualization Methods: A User Study,10.1109/tvcg.2009.126,http://dx.doi.org/10.1109/TVCG.2009.126,1219,1226,J,Andrew S. Forsberg;Jian Chen 0006;David H. Laidlaw,Andrew Forsberg;Jian Chen;David Laidlaw,"Computer Science Department, Brown University, USA;Computer Science Department, Brown University, USA;Computer Science Department, Brown University, USA",0.1109/visual.1996.567777;10.1109/visual.2005.1532831;10.1109/visual.2004.59;10.1109/visual.2005.1532772;10.1109/tvcg.2009.141,"3D vector fields, visualization, user study, tubes, lines, stereoscopic and monoscopic viewing",58,37,28,1012,,
Vis,2009,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,10.1109/tvcg.2009.142,http://dx.doi.org/10.1109/TVCG.2009.142,1251,1258,J,Roland Fraedrich;Jens Schneider 0002;Rüdiger Westermann,Roland Fraedrich;Jens Schneider;Rüdiger Westermann,"Computer Graphics and Visualization Group, Technische Universität München, Germany;Computer Graphics and Visualization Group, Technische Universität München, Germany;Computer Graphics and Visualization Group, Technische Universität München, Germany",0.1109/visual.2003.1250404;10.1109/visual.2002.1183824;10.1109/visual.2003.1250404;10.1109/visual.2005.1532795;10.1109/visual.2003.1250385;10.1109/tvcg.2006.176;10.1109/tvcg.2007.70530;10.1109/visual.1997.663888;10.1109/tvcg.2007.70526;10.1109/visual.2004.112;10.1109/tvcg.2006.155,"Particle Visualization, Scalability, Cosmology",72,37,26,634,,
Vis,2009,Parameter Sensitivity Visualization for DTI fiber Tracking,10.1109/tvcg.2009.170,http://dx.doi.org/10.1109/TVCG.2009.170,1441,1448,J,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart M. ter Haar Romeny,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart ter Haar Romeny,"Technical University Eindhoven, Netherlands;Maastricht Medical Center, Netherlands;Technical University Eindhoven, Netherlands;Technical University Eindhoven, Netherlands",0.1109/tvcg.2008.147;10.1109/visual.2005.1532853;10.1109/tvcg.2007.70518;10.1109/visual.2005.1532778;10.1109/visual.2005.1532779;10.1109/visual.1996.568116;10.1109/visual.1999.809894;10.1109/visual.2004.30;10.1109/visual.2001.964552,"fiber Tracking, Parameter Sensitivity, Stopping Criteria, Diffusion Tensor Imaging, Uncertainty Visualization",78,36,33,624,,
Vis,2009,Visual Human+Machine Learning,10.1109/tvcg.2009.199,http://dx.doi.org/10.1109/TVCG.2009.199,1327,1334,J,Raphael Fuchs;Jürgen Waser;Meister Eduard Gröller,Raphael Fuchs;Jürgen Waser;Meister Eduard Groller,"ETH Zurich, Switzerland;VRVis Vienna, Austria;Technical University of of Vienna, Austria",0.1109/tvcg.2007.70615;10.1109/tvcg.2008.139;10.1109/vast.2007.4389001;10.1109/vast.2007.4389000,"Interactive Visual Analysis, Volumetric Data, Multiple Competing Hypotheses, Knowledge Discovery, Computerassisted Multivariate Data Exploration, Curse of Dimensionality, Predictive Analysis, Genetic Algorithm",52,35,31,1137,,
Vis,2009,Perception-Based Transparency Optimization for Direct Volume Rendering,10.1109/tvcg.2009.172,http://dx.doi.org/10.1109/TVCG.2009.172,1283,1290,J,Ming-Yuen Chan;Yingcai Wu;Wai-Ho Mak;Wei Chen 0001;Huamin Qu,Ming-Yuen Chan;Yingcai Wu;Wai-Ho Mak;Wei Chen;Huamin Qu,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China;Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China;Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China;State Key Laboratory of CAD&CG, University of Zhejiang, China;Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",0.1109/visual.1998.745319;10.1109/visual.2000.885694;10.1109/tvcg.2008.118;10.1109/visual.2003.1250414;10.1109/tvcg.2007.70591;10.1109/visual.2004.62;10.1109/tvcg.2008.162;10.1109/tvcg.2006.183;10.1109/tvcg.2008.159;10.1109/tvcg.2006.148,"Direct volume rendering, image enhancement, layer perception",69,35,29,743,HM,
Vis,2009,Visual Exploration of Climate Variability Changes Using Wavelet Analysis,10.1109/tvcg.2009.197,http://dx.doi.org/10.1109/TVCG.2009.197,1375,1382,J,Heike Jänicke;Michael Böttinger;Uwe Mikolajewicz;Gerik Scheuermann,Heike Janicke;Michael Bottinger;Uwe Mikolajewicz;Gerik Scheuermann,"University of Leipzig, Germany;German Climate Computing Center, Germany;Max-Planck-Institut for Meteorology, Germany;University of Leipzig, Germany",0.1109/tvcg.2008.116;10.1109/visual.2003.1250383;10.1109/visual.1997.663871,"Wavelet analysis, multivariate data, time-dependent data, climate variability change visualization, El Nino",68,35,33,699,,
Vis,2009,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,10.1109/tvcg.2009.155,http://dx.doi.org/10.1109/TVCG.2009.155,1351,1358,J,Kresimir Matkovic;Denis Gracanin;Borislav Klarin;Helwig Hauser,Kresimir Matkovic;Denis Gracanin;Borislav Klarin;Helwig Hauser,"VRVis Research Center Vienna, Austria;Virginia Technology, USA;AVL AST, Zagreb, Croatia;University of Bergen, Norway",0.1109/visual.1997.663867;10.1109/tvcg.2008.145;10.1109/infvis.2001.963273;10.1109/tvcg.2006.170,"Interactive visual analysis, family of surfaces, coordinated multiple views, multidimensional multivariate data",60,34,23,746,,
Vis,2009,Multi-Scale Surface Descriptors,10.1109/tvcg.2009.168,http://dx.doi.org/10.1109/TVCG.2009.168,1201,1208,J,Gregory Cipriano;George N. Phillips Jr.;Michael Gleicher,Gregory Cipriano;George N. Phillips Jr.;Michael Gleicher,"Department of Computer Science, University of Wisconsin, Madison, USA;Department of Computer Science, University of Wisconsin, Madison, USA;Department of Computer Science, University of Wisconsin, Madison, USA",0.1109/visual.2003.1250414;10.1109/visual.2002.1183787;10.1109/visual.2002.1183785,"Curvature, descriptors, npr, stylized rendering, shape matching",50,34,35,473,,
Vis,2009,Volume Ray Casting with Peak finding and Differential Sampling,10.1109/tvcg.2009.204,http://dx.doi.org/10.1109/TVCG.2009.204,1571,1578,J,Aaron Knoll;Younis Hijazi;Rolf Westerteiger;Mathias Schott;Charles D. Hansen;Hans Hagen,Aaron Knoll;Younis Hijazi;Rolf Westerteiger;Mathias Schott;Charles Hansen;Hans Hagen,"University of Kaiserslautern, Germany;LSIIT, University of Strasbourg, France;University of Kaiserslautern, Germany;SCI Institute, University of Utah, USA;SCI Institute, University of Utah;University of Kaiserslautern, Germany",0.1109/visual.1994.346320;10.1109/visual.2003.1250384;10.1109/visual.2003.1250412;10.1109/visual.1998.745713;10.1109/tvcg.2006.154;10.1109/visual.2000.885683;10.1109/tvcg.2006.149;10.1109/visual.2001.964490;10.1109/visual.2004.52;10.1109/visual.1998.745300,"direct volume rendering, isosurface, ray casting, ray differentials, sampling, transfer function, preintegration, view dependent",73,33,35,578,,
Vis,2009,VisMashup: Streamlining the Creation of Custom Visualization Applications,10.1109/tvcg.2009.195,http://dx.doi.org/10.1109/TVCG.2009.195,1539,1546,J,Emanuele Santos;Lauro Didier Lins;James P. Ahrens;Juliana Freire;Cláudio T. Silva,Emanuele Santos;Lauro Lins;James Ahrens;Juliana Freire;Claudio Silva,"Scientific Computing and Imaging (SCI) Institute, University of Utah, USA;Scientific Computing and Imaging (SCI) Institute, University of Utah, USA;Los Alamos National Laboratory, Los Alamos, NM, USA;Scientific Computing and Imaging (SCI) Institute, University of Utah, USA;Scientific Computing and Imaging (SCI) Institute, University of Utah, USA",0.1109/tvcg.2007.70584;10.1109/visual.2005.1532795;10.1109/tvcg.2007.70577;10.1109/tvcg.2008.174,"Scientific Visualization, Dataflow, Visualization Systems",63,33,37,402,,
